study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	read_count	base_count	experiment_title	study_title	run_alias	fastq_bytes	fastq_md5	fastq_ftp	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_galaxy	sample_alias	sample_title
PRJEB6609	SAMEA2623092	ERS493353	ERX1782261	ERR1712132	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	6634087	1208265633	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_BSBAOSW_5_662YWAAXX.IND11	536633598;530954369	8f0f030b8efac6c4c058301f9ef15fc5;04d5cd7f6755b1151ea0e01ab2eb51e5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1712132/ERR1712132_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1712132/ERR1712132_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BSBAOSW_5_1_662YWAAXX.IND11_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BSBAOSW_5_2_662YWAAXX.IND11_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BSBAOSW_5_1_662YWAAXX.IND11_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BSBAOSW_5_2_662YWAAXX.IND11_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/002/ERR1712132	ftp.sra.ebi.ac.uk/vol1/err/ERR171/002/ERR1712132		TARA_N000002418	TARA_20111005T0101Z_132_Combined-EVENTS_CAST_MB_D_(115 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000002418
PRJEB6609	SAMEA2656964	ERS488915	ERX1782135	ERR1712133	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	57180290	10227772310	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_ALIAOSW_6_C0UT3ACXX.IND11	4840305224;4435407361	7888a5bf61741c85a3f07c7436f93f9f;35e5162d5c93fc27a3176551577a6599	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1712133/ERR1712133_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1712133/ERR1712133_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ALIAOSW_6_1_C0UT3ACXX.IND11_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ALIAOSW_6_2_C0UT3ACXX.IND11_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ALIAOSW_6_1_C0UT3ACXX.IND11_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ALIAOSW_6_2_C0UT3ACXX.IND11_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/003/ERR1712133	ftp.sra.ebi.ac.uk/vol1/err/ERR171/003/ERR1712133		TARA_N000000014	TARA_20100318T1041Z_039_EVENT_NET_N1+N2_D_(25 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000014
PRJEB6609	SAMEA2622389	ERS492241	ERX1782385	ERR1712134	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	42279885	7689895429	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_AFCAOSW_1_C1J42ACXX.IND13	3505692894;3259668641	b74d8009a0052779bd422f19fa2326d1;ac6c08bdd175729ce6a0fd8a54c0d207	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1712134/ERR1712134_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1712134/ERR1712134_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AFCAOSW_1_1_C1J42ACXX.IND13_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AFCAOSW_1_2_C1J42ACXX.IND13_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AFCAOSW_1_1_C1J42ACXX.IND13_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AFCAOSW_1_2_C1J42ACXX.IND13_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/004/ERR1712134	ftp.sra.ebi.ac.uk/vol1/err/ERR171/004/ERR1712134		TARA_N000001746	TARA_20110521T1227Z_110_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000001746
PRJEB6609	SAMEA2656965	ERS488900	ERX1782220	ERR1712135	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	44432414	8146043531	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_ALRAOSW_4_D11VRACXX.IND2	3806795052;3521907168	b078b6bd6bd79df86311fcf67e25841c;0bf3036084d9d74a23fd733996500881	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1712135/ERR1712135_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1712135/ERR1712135_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ALRAOSW_4_1_D11VRACXX.IND2_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ALRAOSW_4_2_D11VRACXX.IND2_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ALRAOSW_4_1_D11VRACXX.IND2_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ALRAOSW_4_2_D11VRACXX.IND2_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/005/ERR1712135	ftp.sra.ebi.ac.uk/vol1/err/ERR171/005/ERR1712135		TARA_N000000013	TARA_20100318T0820Z_039_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000013
PRJEB6609	SAMEA2656965	ERS488900	ERX1782199	ERR1712136	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	148901286	27482863933	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_ALRAOSW_2_D2C6KACXX.IND2	12757720453;11522051419	90605ec8fd906579dfd344e32c49b89a;95540148d296bc19f8db2fa9889f0899	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1712136/ERR1712136_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1712136/ERR1712136_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ALRAOSW_2_1_D2C6KACXX.IND2_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ALRAOSW_2_2_D2C6KACXX.IND2_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ALRAOSW_2_1_D2C6KACXX.IND2_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ALRAOSW_2_2_D2C6KACXX.IND2_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/006/ERR1712136	ftp.sra.ebi.ac.uk/vol1/err/ERR171/006/ERR1712136		TARA_N000000013	TARA_20100318T0820Z_039_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000013
PRJEB6609	SAMEA2619623	ERS488251	ERX1782333	ERR1712137	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	146755843	27529423443	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_ATKAOSW_5_C2NDLACXX.IND2	11345240341;10615799302	a20344a20676a75ff59fc47191649a83;f8c55b9564d5442b65323eda0a981255	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1712137/ERR1712137_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1712137/ERR1712137_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ATKAOSW_5_1_C2NDLACXX.IND2_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ATKAOSW_5_2_C2NDLACXX.IND2_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ATKAOSW_5_1_C2NDLACXX.IND2_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ATKAOSW_5_2_C2NDLACXX.IND2_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1712137	ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1712137		TARA_X000001286	TARA_20091004T0830Z_011_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(1L)_W5-20_TARA_X000001286
PRJEB6609	SAMEA2620526	ERS489505	ERX1782242	ERR1712138	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	135529382	23496565830	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_CLFAOSW_5_C2LW3ACXX.IND5	11757892884;11263743898	44811ba3fd020fbf6a7e353c7ca8c7f2;94b3b55432428b43f75efd67b672a74c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1712138/ERR1712138_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1712138/ERR1712138_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CLFAOSW_5_1_C2LW3ACXX.IND5_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CLFAOSW_5_2_C2LW3ACXX.IND5_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CLFAOSW_5_1_C2LW3ACXX.IND5_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CLFAOSW_5_2_C2LW3ACXX.IND5_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/008/ERR1712138	ftp.sra.ebi.ac.uk/vol1/err/ERR171/008/ERR1712138		TARA_N000000216	TARA_20100511T1040Z_051_EVENT_PUMP_P_D_(80 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000216
PRJEB6609	SAMEA2619684	ERS488352	ERX1782359	ERR1712139	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	161489681	28262106712	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_ATSAOSW_8_D2GCPACXX.IND10	13203450717;12436288285	671a2283870c1dc8091895f07ec6e626;58aa90c5351d22a0ba9d6303cd411a86	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1712139/ERR1712139_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1712139/ERR1712139_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ATSAOSW_8_1_D2GCPACXX.IND10_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ATSAOSW_8_2_D2GCPACXX.IND10_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ATSAOSW_8_1_D2GCPACXX.IND10_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ATSAOSW_8_2_D2GCPACXX.IND10_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/009/ERR1712139	ftp.sra.ebi.ac.uk/vol1/err/ERR171/009/ERR1712139		TARA_A100000604	TARA_20091102T1407Z_018_EVENT_PUMP_P_D_(60 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_A100000604
PRJEB6609	SAMEA2657062	ERS488453	ERX1782191	ERR1712140	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	32332533	5978606247	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_AVLAOSW_6_C1JREACXX.IND17	2674206968;2585316132	a3bb9d554d8c48e8069a61ff3efb2e86;66031d04d4eb128cd7f40135ba966bdc	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1712140/ERR1712140_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1712140/ERR1712140_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AVLAOSW_6_1_C1JREACXX.IND17_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AVLAOSW_6_2_C1JREACXX.IND17_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AVLAOSW_6_1_C1JREACXX.IND17_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AVLAOSW_6_2_C1JREACXX.IND17_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/000/ERR1712140	ftp.sra.ebi.ac.uk/vol1/err/ERR171/000/ERR1712140		TARA_A100000538	TARA_20091116T1340Z_022_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_A100000538
PRJEB6609	SAMEA2657107	ERS488356	ERX1782411	ERR1712141	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	163033616	28938190710	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_ATVAOSW_7_D2GCPACXX.IND12	13502373179;12607275873	6ca7d905be5b71dc40627bd0615bd04b;bae33ecaaccb45a63ec4c918ee93e8e8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1712141/ERR1712141_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1712141/ERR1712141_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ATVAOSW_7_1_D2GCPACXX.IND12_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ATVAOSW_7_2_D2GCPACXX.IND12_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ATVAOSW_7_1_D2GCPACXX.IND12_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ATVAOSW_7_2_D2GCPACXX.IND12_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/001/ERR1712141	ftp.sra.ebi.ac.uk/vol1/err/ERR171/001/ERR1712141		TARA_A100000589	TARA_20091102T1415Z_018_EVENT_NET_N1+N2_D_(80 m)_PROT_NUC-RNA(1L)_N20-180_TARA_A100000589
PRJEB6609	SAMEA2657108	ERS489952	ERX1782281	ERR1712142	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	139748014	25834066932	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_AGVAOSW_8_C18DJACXX.IND11	11257004849;10658161106	2f50f7d8a771b3554765d83e8c207347;d536e0d97bb7a28f0e21af09931239ae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1712142/ERR1712142_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1712142/ERR1712142_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AGVAOSW_8_1_C18DJACXX.IND11_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AGVAOSW_8_2_C18DJACXX.IND11_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AGVAOSW_8_1_C18DJACXX.IND11_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AGVAOSW_8_2_C18DJACXX.IND11_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/002/ERR1712142	ftp.sra.ebi.ac.uk/vol1/err/ERR171/002/ERR1712142		TARA_N000000539	TARA_20100707T0517Z_064_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000539
PRJEB6609	SAMEA2732980	ERS493530	ERX1782219	ERR1712143	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	28999538	5349217138	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_BFPAOSW_2_C0YD2ACXX.IND12	2357444894;2416907083	d91388fc7cb2938b7625478da9d3cc49;85175c005394ce4d5ea84c376747c9ac	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1712143/ERR1712143_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1712143/ERR1712143_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BFPAOSW_2_1_C0YD2ACXX.IND12_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BFPAOSW_2_2_C0YD2ACXX.IND12_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BFPAOSW_2_1_C0YD2ACXX.IND12_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BFPAOSW_2_2_C0YD2ACXX.IND12_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/003/ERR1712143	ftp.sra.ebi.ac.uk/vol1/err/ERR171/003/ERR1712143		TARA_N000002193	TARA_20111023T1803Z_135_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000002193
PRJEB6609	SAMEA2622489	ERS492368	ERX1782112	ERR1712144	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	38249528	6737353797	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_APBBOSW_6_D179NACXX.IND5	2918428133;2764084535	fe253fdd0e204ea2d1a34b4fce85d857;74f3d93f1047ee727ee32646a946f4fe	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1712144/ERR1712144_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1712144/ERR1712144_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_APBBOSW_6_1_D179NACXX.IND5_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_APBBOSW_6_2_D179NACXX.IND5_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_APBBOSW_6_1_D179NACXX.IND5_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_APBBOSW_6_2_D179NACXX.IND5_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/004/ERR1712144	ftp.sra.ebi.ac.uk/vol1/err/ERR171/004/ERR1712144		TARA_N000001816	TARA_20110531T2030Z_111_Combined-EVENTS_CAST_MB_D_(90 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000001816
PRJEB6609	SAMEA2730863	ERS489314	ERX1782447	ERR1712145	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	6085603	1116251484	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_CHDAOSW_1_662YVAAXX.IND9	460614768;430444810	aca6b5195c7df0f53a40b79470d4921b;7457159f740575e32ea5c6ade272f5bf	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1712145/ERR1712145_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1712145/ERR1712145_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CHDAOSW_1_1_662YVAAXX.IND9_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CHDAOSW_1_2_662YVAAXX.IND9_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CHDAOSW_1_1_662YVAAXX.IND9_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CHDAOSW_1_2_662YVAAXX.IND9_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/005/ERR1712145	ftp.sra.ebi.ac.uk/vol1/err/ERR171/005/ERR1712145		TARA_N000000284	TARA_20100416T0504Z_047_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000284
PRJEB6609	SAMEA2620396	ERS489303	ERX1782373	ERR1712146	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	111214159	20313953554	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_CHBAOSW_7_C3FPMACXX.IND4	9139999881;8260704535	1da4fb617bb5ee516af0d0448aa20d1b;f38b64ecfafa695e3161bb16b39e8ab7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1712146/ERR1712146_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1712146/ERR1712146_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CHBAOSW_7_1_C3FPMACXX.IND4_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CHBAOSW_7_2_C3FPMACXX.IND4_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CHBAOSW_7_1_C3FPMACXX.IND4_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CHBAOSW_7_2_C3FPMACXX.IND4_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/006/ERR1712146	ftp.sra.ebi.ac.uk/vol1/err/ERR171/006/ERR1712146		TARA_N000000278	TARA_20100416T0442Z_047_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-20_TARA_N000000278
PRJEB6609	SAMEA2622490	ERS492369	ERX1782365	ERR1712147	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	133487802	23172421864	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_APCBOSW_2_D2CBHACXX.IND7	10663831973;9842551191	6feeb66a5b15e4a086d0f5e6d6e522f7;0e97b75ed054cc242860ec6cbedcb2f9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1712147/ERR1712147_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1712147/ERR1712147_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_APCBOSW_2_1_D2CBHACXX.IND7_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_APCBOSW_2_2_D2CBHACXX.IND7_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_APCBOSW_2_1_D2CBHACXX.IND7_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_APCBOSW_2_2_D2CBHACXX.IND7_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1712147	ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1712147		TARA_N000001820	TARA_20110531T2030Z_111_Combined-EVENTS_CAST_MB_D_(90 m)_PROT_NUC-DNA(1L)_W5-20_TARA_N000001820
PRJEB6609	SAMEA2661639	ERS506046	ERX1782139	ERR1712148	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	47178786	8314796459	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_AVMAOSW_1_C1K2CACXX.IND6	3207077976;3027949168	d3b04200243d87e6a50fa96dccdca9f8;5ed939ca16d030016cddd7531f65b98e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1712148/ERR1712148_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1712148/ERR1712148_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AVMAOSW_1_1_C1K2CACXX.IND6_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AVMAOSW_1_2_C1K2CACXX.IND6_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AVMAOSW_1_1_C1K2CACXX.IND6_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AVMAOSW_1_2_C1K2CACXX.IND6_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/008/ERR1712148	ftp.sra.ebi.ac.uk/vol1/err/ERR171/008/ERR1712148		TARA_A100000700	TARA_20091116T0937Z_022_EVENT_NET_N_D_(200 m)_PROT_NUC-DNA_N180-2000_TARA_A100000700
