study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	read_count	fastq_md5	fastq_ftp	submitted_bytes	sra_ftp	cram_index_ftp	cram_index_galaxy	sample_title
PRJEB6609	SAMEA2657062	ERS488453	ERX1782162	ERR1711894	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	160974796	f35adfcacea0e21f81411a912794fe70;8ddf496f7e2dd67def6cdebdfd19b387	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1711894/ERR1711894_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1711894/ERR1711894_2.fastq.gz	12029776985;11952986035	ftp.sra.ebi.ac.uk/vol1/err/ERR171/004/ERR1711894			TARA_20091116T1340Z_022_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_A100000538
PRJEB6609	SAMEA2732729	ERS493270	ERX1782174	ERR1711895	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	136020887	8d47289788f650a1da8b72d0023a7ead;d8b292fbd3e48ad3b5eae9509bfc57d3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1711895/ERR1711895_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1711895/ERR1711895_2.fastq.gz	10036472443;9784331907	ftp.sra.ebi.ac.uk/vol1/err/ERR171/005/ERR1711895			TARA_20110930T2058Z_131_EVENT_NET_N1+N2_D_(110 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000002366
PRJEB6609	SAMEA2619684	ERS488352	ERX1782236	ERR1711896	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	43935181	ca205c6bd8ed3ab4f6af2a0e6a958345;041674ccedf281bf4d669816cb337b1f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1711896/ERR1711896_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1711896/ERR1711896_2.fastq.gz	3212607402;2970131317	ftp.sra.ebi.ac.uk/vol1/err/ERR171/006/ERR1711896			TARA_20091102T1407Z_018_EVENT_PUMP_P_D_(60 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_A100000604
PRJEB6609	SAMEA2657070	ERS492669	ERX1782245	ERR1711897	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	30484296	2755ba503cacd55c4b95acd61eb9851b;9e6c920593f342fdb5c16000f0acdb05	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1711897/ERR1711897_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1711897/ERR1711897_2.fastq.gz	2219027276;1938287917	ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1711897			TARA_20110727T0127Z_122_EVENT_NET_N1_S_(5 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000001943
PRJEB6609	SAMEA2619788	ERS488515	ERX1782223	ERR1711898	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	34675836	c930d2cee76cd63cb2c0f161d0cb76e0;9044238da26954bfa39e51dbc124a79b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1711898/ERR1711898_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1711898/ERR1711898_2.fastq.gz	2732304186;2344244964	ftp.sra.ebi.ac.uk/vol1/err/ERR171/008/ERR1711898			TARA_20091123T1352Z_025_EVENT_PUMP_P_D_(50 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_A100000396
PRJEB6609	SAMEA2657090	ERS490457	ERX1782185	ERR1711899	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	49444823	b9509b833786247d1e9d05f5bc30090b;e862830d22b4e6724e05be17ccfe7485	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1711899/ERR1711899_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1711899/ERR1711899_2.fastq.gz	3911341218;3734805405	ftp.sra.ebi.ac.uk/vol1/err/ERR171/009/ERR1711899			TARA_20101005T0820Z_072_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000843
PRJEB6609	SAMEA2622067	ERS491786	ERX1782207	ERR1711900	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	33148076	78a92ffacd75f836cd07c38d028ace7e;18e7e6059b2822c1d0ba82c4f16fa586	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1711900/ERR1711900_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1711900/ERR1711900_2.fastq.gz	2464645138;2223748637	ftp.sra.ebi.ac.uk/vol1/err/ERR171/000/ERR1711900			TARA_20110404T1359Z_098_Combined-EVENTS_CAST_MB_M_(488 m)_PROT_NUC-RNA(100L)_W0.8-3_TARA_N000001590
PRJEB6609	SAMEA2620396	ERS489303	ERX1782424	ERR1711901	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	6597771	691945dab75309579ae1d4b51809468f;e6465b8c81f832c345ebbb63e1489f8e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1711901/ERR1711901_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1711901/ERR1711901_2.fastq.gz	496019310;444553010	ftp.sra.ebi.ac.uk/vol1/err/ERR171/001/ERR1711901			TARA_20100416T0442Z_047_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-20_TARA_N000000278
PRJEB6609	SAMEA2731945	ERS493080	ERX1782426	ERR1711902	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	125037320	42134230b3171bdca6c6f2f8ac65a118;d51f4147330b58f66464cb0156743e9b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1711902/ERR1711902_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1711902/ERR1711902_2.fastq.gz	9125609564;8038503571	ftp.sra.ebi.ac.uk/vol1/err/ERR171/002/ERR1711902			TARA_20110905T0300Z_128_EVENT_NET_N1+N2_D_(40 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000002299
PRJEB6609	SAMEA2623228	ERS493557	ERX1782341	ERR1711903	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	122525265	b65e6cb6c28c2221a49b1eedd860b00e;34fd3b39a0263c63ef899cbb9a50b758	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1711903/ERR1711903_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1711903/ERR1711903_2.fastq.gz	8581404223;8519597845	ftp.sra.ebi.ac.uk/vol1/err/ERR171/003/ERR1711903			TARA_20111023T2122Z_135_EVENT_PUMP_P_D_(30 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000002191
PRJEB6609	SAMEA2622463	ERS492332	ERX1782111	ERR1711904	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	141171633	d2eee9e6066fc00c99c84c16c6ce828d;35b1b8a786739cbd2329cee1ba63ab5b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1711904/ERR1711904_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1711904/ERR1711904_2.fastq.gz	11344949068;10123958718	ftp.sra.ebi.ac.uk/vol1/err/ERR171/004/ERR1711904			TARA_20110531T1425Z_111_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000001812
PRJEB6609	SAMEA2657025	ERS488420	ERX1782467	ERR1711905	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	38682433	0c89cb38958787b601f3e4b20b74c746;b5192c5284438bf6326e0748f44c2f2f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1711905/ERR1711905_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1711905/ERR1711905_2.fastq.gz	2367310381;2398222385	ftp.sra.ebi.ac.uk/vol1/err/ERR171/005/ERR1711905			TARA_20091112T1744Z_020_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_A100000759
PRJEB6609	SAMEA2620988	ERS490201	ERX1782239	ERR1711906	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	27331943	d3c1cafb76cce43cf35f625577ef9050;5a1b6a1b675798e7301061b5d79a29bd	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1711906/ERR1711906_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1711906/ERR1711906_2.fastq.gz	2235442637;1969274860	ftp.sra.ebi.ac.uk/vol1/err/ERR171/006/ERR1711906			TARA_20100907T0619Z_067_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000756
PRJEB6609	SAMEA2620556	ERS489543	ERX1782168	ERR1711907	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	152614979	4bafcbd6e07afdb82aa5db595b1d873a;35c85bffb192c778656152920ca5d0af	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1711907/ERR1711907_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1711907/ERR1711907_2.fastq.gz	12331624456;11314787325	ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1711907			TARA_20100517T0410Z_052_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000598
PRJEB6609	SAMEA2621263	ERS490668	ERX1782105	ERR1711908	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	107349186	23bd803295f89997b7a3fbf582d39013;4073265dbd83511c2119d40a4983f47f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1711908/ERR1711908_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1711908/ERR1711908_2.fastq.gz	6313404280;5961601950	ftp.sra.ebi.ac.uk/vol1/err/ERR171/008/ERR1711908			TARA_20101104T1004Z_078_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000000616
PRJEB6609	SAMEA2619746	ERS488447	ERX1782156	ERR1711909	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	33482215	30196e299ab1f9af980cb7578ba6f94e;c2c6969115c9a7bcabda5471a5deee57	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1711909/ERR1711909_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1711909/ERR1711909_2.fastq.gz	2495810525;2318098303	ftp.sra.ebi.ac.uk/vol1/err/ERR171/009/ERR1711909			TARA_20091116T0816Z_022_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(1L)_W5-20_TARA_A100000539
PRJEB6609	SAMEA2619778	ERS488498	ERX1782343	ERR1711910	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	37630207	d2f3422a2446540b4d024ef7ad843000;cf88a933f2cd67e8385073c589ce1a8d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1711910/ERR1711910_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1711910/ERR1711910_2.fastq.gz	2966646062;2604125492	ftp.sra.ebi.ac.uk/vol1/err/ERR171/000/ERR1711910			TARA_20091123T0912Z_025_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(1L)_W5-20_TARA_A100000394
PRJEB6609	SAMEA2657003	ERS488257	ERX1782458	ERR1711911	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	150944493	95f7b8c9c840cd1b2b9256b26acef6a8;bc2f733f8e94551c0c134816820c33de	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1711911/ERR1711911_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1711911/ERR1711911_2.fastq.gz	11785571483;11766305666	ftp.sra.ebi.ac.uk/vol1/err/ERR171/001/ERR1711911			TARA_20091004T1416Z_011_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_X000001334
PRJEB6609	SAMEA2623016	ERS493222	ERX1782351	ERR1711912	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	60589776	229f4592a9eaf2471538c4249ffc9011;44481b250965304185022517b4c7d590	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1711912/ERR1711912_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1711912/ERR1711912_2.fastq.gz	4593113500;4135046764	ftp.sra.ebi.ac.uk/vol1/err/ERR171/002/ERR1711912			TARA_20110929T1923Z_131_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000002348
PRJEB6609	SAMEA2619725	ERS488412	ERX1782202	ERR1711913	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	39414759	1666399c1a3d34248c4811f8c1801a38;25371aa028677e389c4ee064c60a0fe8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1711913/ERR1711913_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1711913/ERR1711913_2.fastq.gz	2924922627;2460614556	ftp.sra.ebi.ac.uk/vol1/err/ERR171/003/ERR1711913			TARA_20091112T1409Z_020_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(1L)_W5-20_TARA_A100000761
PRJEB6609	SAMEA2657005	ERS492757	ERX1782118	ERR1711914	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	38991932	87d5afd4cccb2a1191467fde8533367e;a1ddc9c6d09b913b60f45c4aeab3087a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1711914/ERR1711914_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1711914/ERR1711914_2.fastq.gz	2348785710;2180988700	ftp.sra.ebi.ac.uk/vol1/err/ERR171/004/ERR1711914			TARA_20110731T2041Z_123_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000001998
PRJEB6609	SAMEA2731011	ERS494136	ERX1782452	ERR1711915	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	154380972	3e4f0f5203492166ea97bd8275700575;51e81f0fd4ab64f604ebc464d6876bd5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1711915/ERR1711915_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1711915/ERR1711915_2.fastq.gz	11907470383;10774745879	ftp.sra.ebi.ac.uk/vol1/err/ERR171/005/ERR1711915			TARA_20120129T2246Z_144_EVENT_NET_N1_S_(5 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000003183
PRJEB6609	SAMEA2730749	ERS488910	ERX1782293	ERR1711916	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	85701852	25280e0cc0359305049e5ee0538c0aa6;adf399d24288893c6d0fc56d6e480e00	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1711916/ERR1711916_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1711916/ERR1711916_2.fastq.gz	6609842687;5306168238	ftp.sra.ebi.ac.uk/vol1/err/ERR171/006/ERR1711916			TARA_20100318T0956Z_039_EVENT_CONTROL_n/a_n/a_(n/a m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000051
PRJEB6609	SAMEA2657005	ERS492757	ERX1782283	ERR1711917	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	151232918	a9cbdd206c9f0cbd3eb71c4b984126fd;f3ac6ba819816a8993ce775bdfd10bb7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1711917/ERR1711917_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1711917/ERR1711917_2.fastq.gz	9371800973;9136792493	ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1711917			TARA_20110731T2041Z_123_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000001998
PRJEB6609	SAMEA2619798	ERS488534	ERX1782211	ERR1711918	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	119429641	48db5ac4d6c3f4c57bd260086dc059d4;e36e17e5a65629f03dc53f8031e183cf	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1711918/ERR1711918_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1711918/ERR1711918_2.fastq.gz	8837012625;7494453668	ftp.sra.ebi.ac.uk/vol1/err/ERR171/008/ERR1711918			TARA_20091124T0740Z_026_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-20_TARA_E400007200
PRJEB6609	SAMEA2620403	ERS489312	ERX1782113	ERR1711919	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	5847917	bab494fa0a79a6b915f4f53aeaa7f108;795564200451710742f680d2f44649f2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1711919/ERR1711919_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1711919/ERR1711919_2.fastq.gz	403743107;414428420	ftp.sra.ebi.ac.uk/vol1/err/ERR171/009/ERR1711919			TARA_20100416T0444Z_047_EVENT_CAST_B7_D_(55 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_G000000124
PRJEB6609	SAMEA2731821	ERS494359	ERX1782106	ERR1711920	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	130634719	dc2f7bfc3829903fe68aa5c325fb600b;2646b5e12cb1a184088a8eafe656151a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1711920/ERR1711920_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1711920/ERR1711920_2.fastq.gz	9372006632;8424947322	ftp.sra.ebi.ac.uk/vol1/err/ERR171/000/ERR1711920			TARA_20120224T1543Z_148_EVENT_NET_N1_S_(5 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000002115
PRJEB6609	SAMEA2730995	ERS489489	ERX1782355	ERR1711921	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	8740096	19b4312ec559c28c6526ab9f390b0309;2da550a00391d66ac0b01b4c870fc67a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1711921/ERR1711921_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1711921/ERR1711921_2.fastq.gz	643066808;628849589	ftp.sra.ebi.ac.uk/vol1/err/ERR171/001/ERR1711921			TARA_20100511T0945Z_051_EVENT_NET_N1+N2_D_(85 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000193
PRJEB6609	SAMEA2657011	ERS488134	ERX1782446	ERR1711922	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	40942180	1400f981a13fda4ee34c7fccf1e7663c;36ee714292fe8b405732f649902f3fc6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1711922/ERR1711922_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1711922/ERR1711922_2.fastq.gz	2996878164;2627527662	ftp.sra.ebi.ac.uk/vol1/err/ERR171/002/ERR1711922			TARA_20090928T1508Z_009_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_X000001006
PRJEB6609	SAMEA2657032	ERS492909	ERX1782370	ERR1711923	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	144613954	19dc671594921bdc43733064453d92b7;2c91a15e762bd4b4ac7b10ed8d0cbc9a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1711923/ERR1711923_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1711923/ERR1711923_2.fastq.gz	10845467529;10986051757	ftp.sra.ebi.ac.uk/vol1/err/ERR171/003/ERR1711923			TARA_20110808T2150Z_125_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000002024
PRJEB6609	SAMEA2621082	ERS490343	ERX1782477	ERR1711924	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	131358665	5093e5b7ea613080fd3406a3b143f551;42fc4f148f3d29084a5a701986d81cd6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1711924/ERR1711924_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1711924/ERR1711924_2.fastq.gz	9502990521;8311878055	ftp.sra.ebi.ac.uk/vol1/err/ERR171/004/ERR1711924			TARA_20100921T0655Z_070_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000678
PRJEB6609	SAMEA2623246	ERS493592	ERX1782269	ERR1711925	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	25613551	19fc8d1a03c09df50a98a2a5a28f95c2;23f6a88148161647569f95bce7ff5cd9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1711925/ERR1711925_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1711925/ERR1711925_2.fastq.gz	1923868390;1899469529	ftp.sra.ebi.ac.uk/vol1/err/ERR171/005/ERR1711925			TARA_20111024T1707Z_135_Combined-EVENTS_CAST_MB_M_(650 m)_PROT_NUC-DNA(100L)_W0.8-3_TARA_N000002172
PRJEB6609	SAMEA2732736	ERS493320	ERX1782374	ERR1711926	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	8945047	5ceb3eba5984c1140b6f9d7defedabec;09a8ef1b9fbf3ee8056c3c70f583c1a3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1711926/ERR1711926_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1711926/ERR1711926_2.fastq.gz	670981682;652254619	ftp.sra.ebi.ac.uk/vol1/err/ERR171/006/ERR1711926			TARA_20111004T2012Z_132_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000002400
PRJEB6609	SAMEA2623226	ERS493555	ERX1782364	ERR1711927	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	37309489	58185f11fa7780e757f66eb58c4fd47b;558498b89d5669248fec8ace5d94654d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1711927/ERR1711927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1711927/ERR1711927_2.fastq.gz	2842865063;2907994447	ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1711927			TARA_20111023T2122Z_135_EVENT_PUMP_P_D_(30 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000002183
PRJEB6609	SAMEA2657059	ERS487930	ERX1782136	ERR1711928	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	134033483	736402864f207c83fffaa4e65592ce37;e918fd6fb8438e18618a6bb8da26ee92	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1711928/ERR1711928_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1711928/ERR1711928_2.fastq.gz	9163577375;8416408252	ftp.sra.ebi.ac.uk/vol1/err/ERR171/008/ERR1711928			TARA_20090915T1500Z_004_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_X000000357
PRJEB6609	SAMEA2657010	ERS492658	ERX1782464	ERR1711929	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	26210098	6c40c69725e1c683c8e5d6f1d1fffff1;4bb3995b326fc1c6cb34b73f05e206bf	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1711929/ERR1711929_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1711929/ERR1711929_2.fastq.gz	2146298989;2116291926	ftp.sra.ebi.ac.uk/vol1/err/ERR171/009/ERR1711929			TARA_20110726T2142Z_122_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000001942
PRJEB6609	SAMEA2732914	ERS493362	ERX1782336	ERR1711930	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	8165872	7e77bbed5acc688049afc0d9f64e9d5d;441f13999ea28896177aa68e34702dc3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1711930/ERR1711930_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1711930/ERR1711930_2.fastq.gz	610432350;582028081	ftp.sra.ebi.ac.uk/vol1/err/ERR171/000/ERR1711930			TARA_20111005T0412Z_132_EVENT_NET_N1_D_(115 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000002414
PRJEB6609	SAMEA2657083	ERS489984	ERX1782319	ERR1711931	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	53545550	782e95275f90520fabd4ae008ee5772a;a2c43edb8ed4fc9a8b2d68d4d1e7cc6c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1711931/ERR1711931_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1711931/ERR1711931_2.fastq.gz	4125754337;3856780611	ftp.sra.ebi.ac.uk/vol1/err/ERR171/001/ERR1711931			TARA_20100707T1049Z_064_EVENT_NET_N1+N2_D_(65 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000925
PRJEB6609	SAMEA2619534	ERS488122	ERX1782349	ERR1711932	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	28032691	8e85a077aae97236f77fea1ce6cd84b6;fbb308b591c5d0fbbfa0d23372d68125	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1711932/ERR1711932_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1711932/ERR1711932_2.fastq.gz	1881869004;1916523551	ftp.sra.ebi.ac.uk/vol1/err/ERR171/002/ERR1711932			TARA_20090928T1218Z_009_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_X000000954
PRJEB6609	SAMEA2657070	ERS492669	ERX1782109	ERR1711933	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	129997413	a4bd32bbc8c94bff21a766c7310ad301;2297f65c6d30ff79fae86a7c592429b4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1711933/ERR1711933_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1711933/ERR1711933_2.fastq.gz	9296838714;8062145913	ftp.sra.ebi.ac.uk/vol1/err/ERR171/003/ERR1711933			TARA_20110727T0127Z_122_EVENT_NET_N1_S_(5 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000001943
PRJEB6609	SAMEA2623950	ERS494662	ERX1782326	ERR1711934	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	147160792	0046ec04f038297307c4d911c5102499;87f3a37f3643c942c7f95e887a0c1bfd	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1711934/ERR1711934_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1711934/ERR1711934_2.fastq.gz	11836066617;10510613350	ftp.sra.ebi.ac.uk/vol1/err/ERR171/004/ERR1711934			TARA_20120320T0851Z_152_Combined-EVENTS_CAST_MB_X_(25 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000002803
